"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|PL","Actual Total Load [MW] - BZN|PL"
"12.06.2024 04:00 - 12.06.2024 05:00","15519","14831"
"12.06.2024 05:00 - 12.06.2024 06:00","16614","15498"
"12.06.2024 06:00 - 12.06.2024 07:00","19505","18016"
"12.06.2024 07:00 - 12.06.2024 08:00","20626","20084"
"12.06.2024 08:00 - 12.06.2024 09:00","20867","20701"
"12.06.2024 09:00 - 12.06.2024 10:00","20679","20593"
"12.06.2024 10:00 - 12.06.2024 11:00","20271","20440"
"12.06.2024 11:00 - 12.06.2024 12:00","20319","20574"
"12.06.2024 12:00 - 12.06.2024 13:00","20354","20592"
"12.06.2024 13:00 - 12.06.2024 14:00","20536","20700"
"12.06.2024 14:00 - 12.06.2024 15:00","20214","20389"
"12.06.2024 15:00 - 12.06.2024 16:00","20271","20643"
"12.06.2024 16:00 - 12.06.2024 17:00","20433","20525"
"12.06.2024 17:00 - 12.06.2024 18:00","20621","20332"
"12.06.2024 18:00 - 12.06.2024 19:00","20861","20595"
"12.06.2024 19:00 - 12.06.2024 20:00","21374","21106"
"12.06.2024 20:00 - 12.06.2024 21:00","21383","21174"
"12.06.2024 21:00 - 12.06.2024 22:00","21042","20590"
"12.06.2024 22:00 - 12.06.2024 23:00","19688","19331"
"12.06.2024 23:00 - 13.06.2024 00:00","18085","17739"
"13.06.2024 00:00 - 13.06.2024 01:00","16936","16654"
"13.06.2024 01:00 - 13.06.2024 02:00","15839","15950"
"13.06.2024 02:00 - 13.06.2024 02:15","15393","15538"
"13.06.2024 02:15 - 13.06.2024 02:30","15393","15538"
"13.06.2024 02:30 - 13.06.2024 02:45","15393","15538"
"13.06.2024 02:45 - 13.06.2024 03:00","15393","15538"
"13.06.2024 03:00 - 13.06.2024 03:15","15349","15438"
"13.06.2024 03:15 - 13.06.2024 03:30","15349","15438"
"13.06.2024 03:30 - 13.06.2024 03:45","15349","15438"
"13.06.2024 03:45 - 13.06.2024 04:00","15349","15438"
"13.06.2024 04:00 - 13.06.2024 04:15","15251","15493"
"13.06.2024 04:15 - 13.06.2024 04:30","15251","15493"
"13.06.2024 04:30 - 13.06.2024 04:45","15251","15493"
"13.06.2024 04:45 - 13.06.2024 05:00","15251","15493"
"13.06.2024 05:00 - 13.06.2024 05:15","16883","16153"
"13.06.2024 05:15 - 13.06.2024 05:30","16883","16153"
"13.06.2024 05:30 - 13.06.2024 05:45","16883","16153"
"13.06.2024 05:45 - 13.06.2024 06:00","16883","16153"
"13.06.2024 06:00 - 13.06.2024 06:15","19963","18629"
"13.06.2024 06:15 - 13.06.2024 06:30","19963","18629"
"13.06.2024 06:30 - 13.06.2024 06:45","19963","18629"
"13.06.2024 06:45 - 13.06.2024 07:00","19963","18629"
"13.06.2024 07:00 - 13.06.2024 07:15","20821","20500"
"13.06.2024 07:15 - 13.06.2024 07:30","20821","20500"
"13.06.2024 07:30 - 13.06.2024 07:45","20821","20500"
"13.06.2024 07:45 - 13.06.2024 08:00","20821","20500"
"13.06.2024 08:00 - 13.06.2024 08:15","21179","21214"
"13.06.2024 08:15 - 13.06.2024 08:30","21179","21214"
"13.06.2024 08:30 - 13.06.2024 08:45","21179","21214"
"13.06.2024 08:45 - 13.06.2024 09:00","21179","21214"
"13.06.2024 09:00 - 13.06.2024 09:15","21233","21401"
"13.06.2024 09:15 - 13.06.2024 09:30","21233","21401"
"13.06.2024 09:30 - 13.06.2024 09:45","21233","21401"
"13.06.2024 09:45 - 13.06.2024 10:00","21233","21401"
"13.06.2024 10:00 - 13.06.2024 10:15","21325","21287"
"13.06.2024 10:15 - 13.06.2024 10:30","21325","21287"
"13.06.2024 10:30 - 13.06.2024 10:45","21325","21287"
"13.06.2024 10:45 - 13.06.2024 11:00","21325","21287"
"13.06.2024 11:00 - 13.06.2024 11:15","21444","21475"
"13.06.2024 11:15 - 13.06.2024 11:30","21444","21475"
"13.06.2024 11:30 - 13.06.2024 11:45","21444","21475"
"13.06.2024 11:45 - 13.06.2024 12:00","21444","21475"
"13.06.2024 12:00 - 13.06.2024 12:15","21739","21813"
"13.06.2024 12:15 - 13.06.2024 12:30","21739","21813"
"13.06.2024 12:30 - 13.06.2024 12:45","21739","21813"
"13.06.2024 12:45 - 13.06.2024 13:00","21739","21813"
"13.06.2024 13:00 - 13.06.2024 13:15","21953","21467"
"13.06.2024 13:15 - 13.06.2024 13:30","21953","21467"
"13.06.2024 13:30 - 13.06.2024 13:45","21953","21467"
"13.06.2024 13:45 - 13.06.2024 14:00","21953","21467"
"13.06.2024 14:00 - 13.06.2024 14:15","21509","21141"
"13.06.2024 14:15 - 13.06.2024 14:30","21509","21141"
"13.06.2024 14:30 - 13.06.2024 14:45","21509","21141"
"13.06.2024 14:45 - 13.06.2024 15:00","21509","21141"
"13.06.2024 15:00 - 13.06.2024 15:15","21484","21154"
"13.06.2024 15:15 - 13.06.2024 15:30","21484","21154"
"13.06.2024 15:30 - 13.06.2024 15:45","21484","21154"
"13.06.2024 15:45 - 13.06.2024 16:00","21484","21154"
"13.06.2024 16:00 - 13.06.2024 16:15","21325","21005"
"13.06.2024 16:15 - 13.06.2024 16:30","21325","21005"
"13.06.2024 16:30 - 13.06.2024 16:45","21325","21005"
"13.06.2024 16:45 - 13.06.2024 17:00","21325","21005"
"13.06.2024 17:00 - 13.06.2024 17:15","21177","20909"
"13.06.2024 17:15 - 13.06.2024 17:30","21177","20909"
"13.06.2024 17:30 - 13.06.2024 17:45","21177","20909"
"13.06.2024 17:45 - 13.06.2024 18:00","21177","20909"
"13.06.2024 18:00 - 13.06.2024 18:15","21347","21018"
"13.06.2024 18:15 - 13.06.2024 18:30","21347","21018"
"13.06.2024 18:30 - 13.06.2024 18:45","21347","21018"
"13.06.2024 18:45 - 13.06.2024 19:00","21347","21018"
"13.06.2024 19:00 - 13.06.2024 19:15","21709","21389"
"13.06.2024 19:15 - 13.06.2024 19:30","21709","21389"
"13.06.2024 19:30 - 13.06.2024 19:45","21709","21389"
"13.06.2024 19:45 - 13.06.2024 20:00","21709","21389"
"13.06.2024 20:00 - 13.06.2024 20:15","21661","21514"
"13.06.2024 20:15 - 13.06.2024 20:30","21661","21514"
"13.06.2024 20:30 - 13.06.2024 20:45","21661","21514"
"13.06.2024 20:45 - 13.06.2024 21:00","21661","21514"
"13.06.2024 21:00 - 13.06.2024 21:15","21174","20958"
"13.06.2024 21:15 - 13.06.2024 21:30","21174","20958"
"13.06.2024 21:30 - 13.06.2024 21:45","21174","20958"
"13.06.2024 21:45 - 13.06.2024 22:00","21174","20958"
"13.06.2024 22:00 - 13.06.2024 22:15","19675","19627"
"13.06.2024 22:15 - 13.06.2024 22:30","19675","19627"
"13.06.2024 22:30 - 13.06.2024 22:45","19675","19627"
"13.06.2024 22:45 - 13.06.2024 23:00","19675","19627"
"13.06.2024 23:00 - 13.06.2024 23:15","18074","18128"
"13.06.2024 23:15 - 13.06.2024 23:30","18074","18128"
"13.06.2024 23:30 - 13.06.2024 23:45","18074","18128"
"13.06.2024 23:45 - 14.06.2024 00:00","18074","18128"
"14.06.2024 00:00 - 14.06.2024 00:15","15700","16288"
"14.06.2024 00:15 - 14.06.2024 00:30","15400","15956"
"14.06.2024 00:30 - 14.06.2024 00:45","15100","15765"
"14.06.2024 00:45 - 14.06.2024 01:00","14850","15687"
"14.06.2024 01:00 - 14.06.2024 01:15","14650","15598"
"14.06.2024 01:15 - 14.06.2024 01:30","14500","15476"
"14.06.2024 01:30 - 14.06.2024 01:45","14400","15241"
"14.06.2024 01:45 - 14.06.2024 02:00","14250","15021"
"14.06.2024 02:00 - 14.06.2024 02:15","14200","15174"
"14.06.2024 02:15 - 14.06.2024 02:30","14200","15081"
"14.06.2024 02:30 - 14.06.2024 02:45","14200","15116"
"14.06.2024 02:45 - 14.06.2024 03:00","14200","15061"
"14.06.2024 03:00 - 14.06.2024 03:15","14200","15068"
"14.06.2024 03:15 - 14.06.2024 03:30","14200","14922"
"14.06.2024 03:30 - 14.06.2024 03:45","14200","14995"
"14.06.2024 03:45 - 14.06.2024 04:00","14200","14925"
"14.06.2024 04:00 - 14.06.2024 04:15","14200","14590"
"14.06.2024 04:15 - 14.06.2024 04:30","14200","14816"
"14.06.2024 04:30 - 14.06.2024 04:45","14200","14944"
"14.06.2024 04:45 - 14.06.2024 05:00","14200","15018"
"14.06.2024 05:00 - 14.06.2024 05:15","14450","15305"
"14.06.2024 05:15 - 14.06.2024 05:30","14600","15271"
"14.06.2024 05:30 - 14.06.2024 05:45","15100","15492"
"14.06.2024 05:45 - 14.06.2024 06:00","15750","16174"
"14.06.2024 06:00 - 14.06.2024 06:15","16750","17240"
"14.06.2024 06:15 - 14.06.2024 06:30","17350","17758"
"14.06.2024 06:30 - 14.06.2024 06:45","17900","18165"
"14.06.2024 06:45 - 14.06.2024 07:00","18450","18816"
"14.06.2024 07:00 - 14.06.2024 07:15","18950","19220"
"14.06.2024 07:15 - 14.06.2024 07:30","19200","19519"
"14.06.2024 07:30 - 14.06.2024 07:45","19450","19810"
"14.06.2024 07:45 - 14.06.2024 08:00","19650","19965"
"14.06.2024 08:00 - 14.06.2024 08:15","19750","20036"
"14.06.2024 08:15 - 14.06.2024 08:30","19900","20300"
"14.06.2024 08:30 - 14.06.2024 08:45","20000","20150"
"14.06.2024 08:45 - 14.06.2024 09:00","20000","20190"
"14.06.2024 09:00 - 14.06.2024 09:15","20000","20017"
"14.06.2024 09:15 - 14.06.2024 09:30","20000","20243"
"14.06.2024 09:30 - 14.06.2024 09:45","19900","19908"
"14.06.2024 09:45 - 14.06.2024 10:00","19650","19526"
"14.06.2024 10:00 - 14.06.2024 10:15","19400","19277"
"14.06.2024 10:15 - 14.06.2024 10:30","19700","19588"
"14.06.2024 10:30 - 14.06.2024 10:45","19800","19411"
"14.06.2024 10:45 - 14.06.2024 11:00","19900","19496"
"14.06.2024 11:00 - 14.06.2024 11:15","20000","19390"
"14.06.2024 11:15 - 14.06.2024 11:30","20000","19439"
"14.06.2024 11:30 - 14.06.2024 11:45","20000","19802"
"14.06.2024 11:45 - 14.06.2024 12:00","20000","19469"
"14.06.2024 12:00 - 14.06.2024 12:15","20000","19549"
"14.06.2024 12:15 - 14.06.2024 12:30","20000","19921"
"14.06.2024 12:30 - 14.06.2024 12:45","20000","20022"
"14.06.2024 12:45 - 14.06.2024 13:00","20050","19830"
"14.06.2024 13:00 - 14.06.2024 13:15","20250","19955"
"14.06.2024 13:15 - 14.06.2024 13:30","20100","19896"
"14.06.2024 13:30 - 14.06.2024 13:45","19850","19650"
"14.06.2024 13:45 - 14.06.2024 14:00","19500","19170"
"14.06.2024 14:00 - 14.06.2024 14:15","19600","19529"
"14.06.2024 14:15 - 14.06.2024 14:30","19750","19756"
"14.06.2024 14:30 - 14.06.2024 14:45","19800","19963"
"14.06.2024 14:45 - 14.06.2024 15:00","19850","19467"
"14.06.2024 15:00 - 14.06.2024 15:15","19850","19675"
"14.06.2024 15:15 - 14.06.2024 15:30","19850","19848"
"14.06.2024 15:30 - 14.06.2024 15:45","19850","19950"
"14.06.2024 15:45 - 14.06.2024 16:00","19850","20156"
"14.06.2024 16:00 - 14.06.2024 16:15","19850","19786"
"14.06.2024 16:15 - 14.06.2024 16:30","19850","19972"
"14.06.2024 16:30 - 14.06.2024 16:45","19850","19858"
"14.06.2024 16:45 - 14.06.2024 17:00","19850","20029"
"14.06.2024 17:00 - 14.06.2024 17:15","19850","19909"
"14.06.2024 17:15 - 14.06.2024 17:30","19850","19813"
"14.06.2024 17:30 - 14.06.2024 17:45","19850","19861"
"14.06.2024 17:45 - 14.06.2024 18:00","19500","19604"
"14.06.2024 18:00 - 14.06.2024 18:15","19450","19720"
"14.06.2024 18:15 - 14.06.2024 18:30","19750","19774"
"14.06.2024 18:30 - 14.06.2024 18:45","19950","19793"
"14.06.2024 18:45 - 14.06.2024 19:00","19950","19959"
"14.06.2024 19:00 - 14.06.2024 19:15","20050","19855"
"14.06.2024 19:15 - 14.06.2024 19:30","20050","19961"
"14.06.2024 19:30 - 14.06.2024 19:45","20050","20135"
"14.06.2024 19:45 - 14.06.2024 20:00","20050","19954"
"14.06.2024 20:00 - 14.06.2024 20:15","20050","19979"
"14.06.2024 20:15 - 14.06.2024 20:30","20050","19957"
"14.06.2024 20:30 - 14.06.2024 20:45","20050","20013"
"14.06.2024 20:45 - 14.06.2024 21:00","19900","19835"
"14.06.2024 21:00 - 14.06.2024 21:15","19700","19495"
"14.06.2024 21:15 - 14.06.2024 21:30","19500","19298"
"14.06.2024 21:30 - 14.06.2024 21:45","19100","19128"
"14.06.2024 21:45 - 14.06.2024 22:00","18500","18403"
"14.06.2024 22:00 - 14.06.2024 22:15","18300","18341"
"14.06.2024 22:15 - 14.06.2024 22:30","18050","17860"
"14.06.2024 22:30 - 14.06.2024 22:45","17750","17601"
"14.06.2024 22:45 - 14.06.2024 23:00","17250","17396"
"14.06.2024 23:00 - 14.06.2024 23:15","16950","16963"
"14.06.2024 23:15 - 14.06.2024 23:30","16600","16602"
"14.06.2024 23:30 - 14.06.2024 23:45","16250","16093"
"14.06.2024 23:45 - 15.06.2024 00:00","15950","15769"
"15.06.2024 00:00 - 15.06.2024 00:15","15610","15704"
"15.06.2024 00:15 - 15.06.2024 00:30","15428","15336"
"15.06.2024 00:30 - 15.06.2024 00:45","15239","15068"
"15.06.2024 00:45 - 15.06.2024 01:00","15103","15015"
"15.06.2024 01:00 - 15.06.2024 01:15","14978","14766"
"15.06.2024 01:15 - 15.06.2024 01:30","14849","14590"
"15.06.2024 01:30 - 15.06.2024 01:45","14707","14584"
"15.06.2024 01:45 - 15.06.2024 02:00","14614","14390"
"15.06.2024 02:00 - 15.06.2024 02:15","14508","14305"
"15.06.2024 02:15 - 15.06.2024 02:30","14468","14192"
"15.06.2024 02:30 - 15.06.2024 02:45","14418","14148"
"15.06.2024 02:45 - 15.06.2024 03:00","14380","14251"
"15.06.2024 03:00 - 15.06.2024 03:15","14339","14189"
"15.06.2024 03:15 - 15.06.2024 03:30","14297","13979"
"15.06.2024 03:30 - 15.06.2024 03:45","14184","14022"
"15.06.2024 03:45 - 15.06.2024 04:00","14087","13812"
"15.06.2024 04:00 - 15.06.2024 04:15","14031","13826"
"15.06.2024 04:15 - 15.06.2024 04:30","13932","13787"
"15.06.2024 04:30 - 15.06.2024 04:45","13834","13694"
"15.06.2024 04:45 - 15.06.2024 05:00","13785","13664"
"15.06.2024 05:00 - 15.06.2024 05:15","13737","13577"
"15.06.2024 05:15 - 15.06.2024 05:30","13677","13609"
"15.06.2024 05:30 - 15.06.2024 05:45","13672","13538"
"15.06.2024 05:45 - 15.06.2024 06:00","13867","13764"
"15.06.2024 06:00 - 15.06.2024 06:15","14295","14311"
"15.06.2024 06:15 - 15.06.2024 06:30","14581","14442"
"15.06.2024 06:30 - 15.06.2024 06:45","14918","14683"
"15.06.2024 06:45 - 15.06.2024 07:00","15188","15123"
"15.06.2024 07:00 - 15.06.2024 07:15","15544","15516"
"15.06.2024 07:15 - 15.06.2024 07:30","15912","16142"
"15.06.2024 07:30 - 15.06.2024 07:45","16176","16280"
"15.06.2024 07:45 - 15.06.2024 08:00","16464","16629"
"15.06.2024 08:00 - 15.06.2024 08:15","16652","16830"
"15.06.2024 08:15 - 15.06.2024 08:30","16862","17003"
"15.06.2024 08:30 - 15.06.2024 08:45","16974","17248"
"15.06.2024 08:45 - 15.06.2024 09:00","17133","17380"
"15.06.2024 09:00 - 15.06.2024 09:15","17203","17566"
"15.06.2024 09:15 - 15.06.2024 09:30","17220","17839"
"15.06.2024 09:30 - 15.06.2024 09:45","17243","17718"
"15.06.2024 09:45 - 15.06.2024 10:00","17261","17248"
"15.06.2024 10:00 - 15.06.2024 10:15","17236","17727"
"15.06.2024 10:15 - 15.06.2024 10:30","17217","17588"
"15.06.2024 10:30 - 15.06.2024 10:45","17165","17849"
"15.06.2024 10:45 - 15.06.2024 11:00","17101","17654"
"15.06.2024 11:00 - 15.06.2024 11:15","17065","17604"
"15.06.2024 11:15 - 15.06.2024 11:30","17018","17763"
"15.06.2024 11:30 - 15.06.2024 11:45","16977","17637"
"15.06.2024 11:45 - 15.06.2024 12:00","16934","17602"
"15.06.2024 12:00 - 15.06.2024 12:15","16903","17794"
"15.06.2024 12:15 - 15.06.2024 12:30","16877","17619"
"15.06.2024 12:30 - 15.06.2024 12:45","16835","17485"
"15.06.2024 12:45 - 15.06.2024 13:00","16789","17557"
"15.06.2024 13:00 - 15.06.2024 13:15","16757","17351"
"15.06.2024 13:15 - 15.06.2024 13:30","16700","17679"
"15.06.2024 13:30 - 15.06.2024 13:45","16610","17477"
"15.06.2024 13:45 - 15.06.2024 14:00","16564","17207"
"15.06.2024 14:00 - 15.06.2024 14:15","16516","17040"
"15.06.2024 14:15 - 15.06.2024 14:30","16530","17137"
"15.06.2024 14:30 - 15.06.2024 14:45","16550","17302"
"15.06.2024 14:45 - 15.06.2024 15:00","16556","17161"
"15.06.2024 15:00 - 15.06.2024 15:15","16550","17329"
"15.06.2024 15:15 - 15.06.2024 15:30","16561","17057"
"15.06.2024 15:30 - 15.06.2024 15:45","16569","16920"
"15.06.2024 15:45 - 15.06.2024 16:00","16573","16869"
"15.06.2024 16:00 - 15.06.2024 16:15","16586","16980"
"15.06.2024 16:15 - 15.06.2024 16:30","16612","17215"
"15.06.2024 16:30 - 15.06.2024 16:45","16622","17206"
"15.06.2024 16:45 - 15.06.2024 17:00","16612","16865"
"15.06.2024 17:00 - 15.06.2024 17:15","16644","17196"
"15.06.2024 17:15 - 15.06.2024 17:30","16724","17208"
"15.06.2024 17:30 - 15.06.2024 17:45","16789","17221"
"15.06.2024 17:45 - 15.06.2024 18:00","16912","17172"
"15.06.2024 18:00 - 15.06.2024 18:15","16975","17299"
"15.06.2024 18:15 - 15.06.2024 18:30","16999","17549"
"15.06.2024 18:30 - 15.06.2024 18:45","17007","17443"
"15.06.2024 18:45 - 15.06.2024 19:00","17023","17309"
"15.06.2024 19:00 - 15.06.2024 19:15","17010","17372"
"15.06.2024 19:15 - 15.06.2024 19:30","17014","17521"
"15.06.2024 19:30 - 15.06.2024 19:45","17014","17376"
"15.06.2024 19:45 - 15.06.2024 20:00","17012","17250"
"15.06.2024 20:00 - 15.06.2024 20:15","17004","17160"
"15.06.2024 20:15 - 15.06.2024 20:30","16970","17003"
"15.06.2024 20:30 - 15.06.2024 20:45","16921","16854"
"15.06.2024 20:45 - 15.06.2024 21:00","16871","16827"
"15.06.2024 21:00 - 15.06.2024 21:15","16799","16732"
"15.06.2024 21:15 - 15.06.2024 21:30","16712","16768"
"15.06.2024 21:30 - 15.06.2024 21:45","16618","16807"
"15.06.2024 21:45 - 15.06.2024 22:00","16492","16589"
"15.06.2024 22:00 - 15.06.2024 22:15","16289","16329"
"15.06.2024 22:15 - 15.06.2024 22:30","15994","16181"
"15.06.2024 22:30 - 15.06.2024 22:45","15777","15805"
"15.06.2024 22:45 - 15.06.2024 23:00","15393","15472"
"15.06.2024 23:00 - 15.06.2024 23:15","15139","15222"
"15.06.2024 23:15 - 15.06.2024 23:30","14864","14802"
"15.06.2024 23:30 - 15.06.2024 23:45","14565","14463"
"15.06.2024 23:45 - 16.06.2024 00:00","14239","14158"
"16.06.2024 00:00 - 16.06.2024 00:15","13950","13976"
"16.06.2024 00:15 - 16.06.2024 00:30","13750","13678"
"16.06.2024 00:30 - 16.06.2024 00:45","13550","13633"
"16.06.2024 00:45 - 16.06.2024 01:00","13400","13409"
"16.06.2024 01:00 - 16.06.2024 01:15","13300","13272"
"16.06.2024 01:15 - 16.06.2024 01:30","13150","13204"
"16.06.2024 01:30 - 16.06.2024 01:45","13000","12899"
"16.06.2024 01:45 - 16.06.2024 02:00","12900","12964"
"16.06.2024 02:00 - 16.06.2024 02:15","12800","12942"
"16.06.2024 02:15 - 16.06.2024 02:30","12750","12802"
"16.06.2024 02:30 - 16.06.2024 02:45","12650","12687"
"16.06.2024 02:45 - 16.06.2024 03:00","12600","12530"
"16.06.2024 03:00 - 16.06.2024 03:15","12550","12570"
"16.06.2024 03:15 - 16.06.2024 03:30","12500","12495"
"16.06.2024 03:30 - 16.06.2024 03:45","12400","12452"
"16.06.2024 03:45 - 16.06.2024 04:00","12300","12281"
"16.06.2024 04:00 - 16.06.2024 04:15","12200","12151"
"16.06.2024 04:15 - 16.06.2024 04:30","12150","11995"
"16.06.2024 04:30 - 16.06.2024 04:45","12150","11869"
"16.06.2024 04:45 - 16.06.2024 05:00","12150","11827"
"16.06.2024 05:00 - 16.06.2024 05:15","12150","11812"
"16.06.2024 05:15 - 16.06.2024 05:30","12150","11994"
"16.06.2024 05:30 - 16.06.2024 05:45","12150","12012"
"16.06.2024 05:45 - 16.06.2024 06:00","12200","12109"
"16.06.2024 06:00 - 16.06.2024 06:15","12400","12460"
"16.06.2024 06:15 - 16.06.2024 06:30","12650","12593"
"16.06.2024 06:30 - 16.06.2024 06:45","12850","12821"
"16.06.2024 06:45 - 16.06.2024 07:00","13100","12937"
"16.06.2024 07:00 - 16.06.2024 07:15","13300","13212"
"16.06.2024 07:15 - 16.06.2024 07:30","13500","13666"
"16.06.2024 07:30 - 16.06.2024 07:45","13750","13707"
"16.06.2024 07:45 - 16.06.2024 08:00","14050","14249"
"16.06.2024 08:00 - 16.06.2024 08:15","14250","14370"
"16.06.2024 08:15 - 16.06.2024 08:30","14450","14308"
"16.06.2024 08:30 - 16.06.2024 08:45","14650","14484"
"16.06.2024 08:45 - 16.06.2024 09:00","14850","14917"
"16.06.2024 09:00 - 16.06.2024 09:15","15050","15176"
"16.06.2024 09:15 - 16.06.2024 09:30","15200","15184"
"16.06.2024 09:30 - 16.06.2024 09:45","15300","15426"
"16.06.2024 09:45 - 16.06.2024 10:00","15350","15484"
"16.06.2024 10:00 - 16.06.2024 10:15","15400","15473"
"16.06.2024 10:15 - 16.06.2024 10:30","15450","15746"
"16.06.2024 10:30 - 16.06.2024 10:45","15500","15770"
"16.06.2024 10:45 - 16.06.2024 11:00","15550","15800"
"16.06.2024 11:00 - 16.06.2024 11:15","15600","15785"
"16.06.2024 11:15 - 16.06.2024 11:30","15650","15977"
"16.06.2024 11:30 - 16.06.2024 11:45","15700","16032"
"16.06.2024 11:45 - 16.06.2024 12:00","15750","15802"
"16.06.2024 12:00 - 16.06.2024 12:15","15750","15987"
"16.06.2024 12:15 - 16.06.2024 12:30","15750","16082"
"16.06.2024 12:30 - 16.06.2024 12:45","15750","15911"
"16.06.2024 12:45 - 16.06.2024 13:00","15750","16050"
"16.06.2024 13:00 - 16.06.2024 13:15","15750","16061"
"16.06.2024 13:15 - 16.06.2024 13:30","15700","16127"
"16.06.2024 13:30 - 16.06.2024 13:45","15650","15977"
"16.06.2024 13:45 - 16.06.2024 14:00","15600","15744"
"16.06.2024 14:00 - 16.06.2024 14:15","15600","15904"
"16.06.2024 14:15 - 16.06.2024 14:30","15600","15747"
"16.06.2024 14:30 - 16.06.2024 14:45","15600","15834"
"16.06.2024 14:45 - 16.06.2024 15:00","15600","15798"
"16.06.2024 15:00 - 16.06.2024 15:15","15600","15677"
"16.06.2024 15:15 - 16.06.2024 15:30","15600","15656"
"16.06.2024 15:30 - 16.06.2024 15:45","15600","15552"
"16.06.2024 15:45 - 16.06.2024 16:00","15600","15568"
"16.06.2024 16:00 - 16.06.2024 16:15","15600","15466"
"16.06.2024 16:15 - 16.06.2024 16:30","15600","15244"
"16.06.2024 16:30 - 16.06.2024 16:45","15650","15242"
"16.06.2024 16:45 - 16.06.2024 17:00","15750","15501"
"16.06.2024 17:00 - 16.06.2024 17:15","15850","15731"
"16.06.2024 17:15 - 16.06.2024 17:30","16000","15445"
"16.06.2024 17:30 - 16.06.2024 17:45","16150","15434"
"16.06.2024 17:45 - 16.06.2024 18:00","16300","15800"
"16.06.2024 18:00 - 16.06.2024 18:15","16450","15632"
"16.06.2024 18:15 - 16.06.2024 18:30","16500","15819"
"16.06.2024 18:30 - 16.06.2024 18:45","16600","15908"
"16.06.2024 18:45 - 16.06.2024 19:00","16600","15847"
"16.06.2024 19:00 - 16.06.2024 19:15","16600","16032"
"16.06.2024 19:15 - 16.06.2024 19:30","16600","16262"
"16.06.2024 19:30 - 16.06.2024 19:45","16600","16238"
"16.06.2024 19:45 - 16.06.2024 20:00","16600","16282"
"16.06.2024 20:00 - 16.06.2024 20:15","16600","16393"
"16.06.2024 20:15 - 16.06.2024 20:30","16600","16336"
"16.06.2024 20:30 - 16.06.2024 20:45","16600","16264"
"16.06.2024 20:45 - 16.06.2024 21:00","16600","16231"
"16.06.2024 21:00 - 16.06.2024 21:15","16600","16203"
"16.06.2024 21:15 - 16.06.2024 21:30","16550","16141"
"16.06.2024 21:30 - 16.06.2024 21:45","16500","16021"
"16.06.2024 21:45 - 16.06.2024 22:00","16450","15975"
"16.06.2024 22:00 - 16.06.2024 22:15","16200","15919"
"16.06.2024 22:15 - 16.06.2024 22:30","16000","15669"
"16.06.2024 22:30 - 16.06.2024 22:45","15650","15431"
"16.06.2024 22:45 - 16.06.2024 23:00","15400","15141"
"16.06.2024 23:00 - 16.06.2024 23:15","15150","14690"
"16.06.2024 23:15 - 16.06.2024 23:30","14850","14565"
"16.06.2024 23:30 - 16.06.2024 23:45","14600","14098"
"16.06.2024 23:45 - 17.06.2024 00:00","14300","14018"
"17.06.2024 00:00 - 17.06.2024 00:15","14000","13814"
